city,Year,per_capita_personal_income_dollars,personal_income_thousands_of_dollars,population_persons
"Bend, OR",2008,37541,5887174,156820
"Bend, OR",2009,34580,5441052,157345
"Bend, OR",2010,34828,5493841,157742
"Bend, OR",2011,36765,5869857,159660
"Bend, OR",2012,39383,6354749,161359
"Bend, OR",2013,41171,6805466,165299
"Bend, OR",2014,43320,7343291,169512
"Bend, OR",2015,47491,8275134,174246
"Bend, OR",2016,49737,8985844,180666
"Bend, OR",2017,52547,9812799,186744
"Bend, OR",2018,55612,10672155,191905
"Billings, MT",2000,26016,3834193,147378
"Billings, MT",2001,26746,3981393,148858
"Billings, MT",2002,27123,4077183,150320
"Billings, MT",2003,28385,4312089,151913
"Billings, MT",2004,30505,4687756,153672
"Billings, MT",2005,32294,5038739,156025
"Billings, MT",2006,34404,5441236,158157
"Billings, MT",2007,36720,5888403,160358
"Billings, MT",2008,38400,6265573,163165
"Billings, MT",2009,37147,6150664,165575
"Billings, MT",2010,38575,6464005,167571
"Billings, MT",2011,41089,6944674,169017
"Billings, MT",2012,44294,7571769,170942
"Billings, MT",2013,44137,7651979,173367
"Billings, MT",2014,46621,8156468,174952
"Billings, MT",2015,48098,8482472,176357
"Billings, MT",2016,47992,8530962,177759
"Billings, MT",2017,50482,9054678,179365
"Billings, MT",2018,52502,9461062,180203
"Binghamton, NY",2000,25966,6548438,252189
"Binghamton, NY",2001,26317,6647131,252580
"Binghamton, NY",2002,26660,6756438,253430
"Binghamton, NY",2003,26863,6794597,252932
"Binghamton, NY",2004,28027,7079724,252605
"Binghamton, NY",2005,28516,7188525,252088
"Binghamton, NY",2006,30264,7639940,252441
"Binghamton, NY",2007,32157,8117662,252442
"Binghamton, NY",2008,34013,8589127,252527
"Binghamton, NY",2009,34629,8732502,252171
"Binghamton, NY",2010,35576,8946988,251489
"Binghamton, NY",2011,36703,9184468,250238
"Binghamton, NY",2012,37999,9459605,248945
"Binghamton, NY",2013,38245,9485515,248017
"Binghamton, NY",2014,39032,9643906,247075
"Binghamton, NY",2015,40266,9876545,245283
"Binghamton, NY",2016,40968,9968422,243322
"Binghamton, NY",2017,43300,10466036,241709
"Binghamton, NY",2018,44427,10678703,240366
"Birmingham, AL",2000,29577,29065037,982704
"Birmingham, AL",2001,30156,29816039,988718
"Birmingham, AL",2002,30958,30747023,993201
"Birmingham, AL",2003,31888,31944455,1001781
"Birmingham, AL",2004,34206,34533703,1009575
"Birmingham, AL",2005,35983,36624610,1017818
"Birmingham, AL",2006,38034,39197509,1030584
"Birmingham, AL",2007,39338,40894142,1039561
"Birmingham, AL",2008,39905,41871427,1049266
"Birmingham, AL",2009,37932,40129633,1057924
"Birmingham, AL",2010,39279,41703186,1061717
"Birmingham, AL",2011,40837,43452289,1064030
"Birmingham, AL",2012,42793,45684227,1067563
"Birmingham, AL",2013,42461,45556037,1072882
"Birmingham, AL",2014,44169,47530078,1076087
"Birmingham, AL",2015,46245,49933414,1079752
"Birmingham, AL",2016,46948,50839352,1082877
"Birmingham, AL",2017,49321,53543159,1085615
"Birmingham, AL",2018,51723,56272785,1087967
"Bismarck, ND",2000,26310,2549914,96917
"Bismarck, ND",2001,28156,2738233,97253
"Bismarck, ND",2002,28487,2798952,98254
"Bismarck, ND",2003,30153,2989008,99128
"Bismarck, ND",2004,31670,3171288,100134
"Bismarck, ND",2005,33138,3375405,101858
"Bismarck, ND",2006,34649,3593534,103713
"Bismarck, ND",2007,36869,3895135,105648
"Bismarck, ND",2008,39140,4196213,107210
"Bismarck, ND",2009,40216,4383919,109009
"Bismarck, ND",2010,42989,4776622,111112
"Bismarck, ND",2011,46985,5302988,112865
"Bismarck, ND",2012,51447,5951371,115679
"Bismarck, ND",2013,52366,6244114,119240
"Bismarck, ND",2014,55858,6823362,122155
"Bismarck, ND",2015,55792,6992098,125325
"Bismarck, ND",2016,54447,6927416,127233
"Bismarck, ND",2017,54526,6985640,128115
"Bismarck, ND",2018,56743,7278884,128279
"Blacksburg, VA",2000,21156,3206203,151553
"Blacksburg, VA",2001,21866,3353078,153348
"Blacksburg, VA",2002,22553,3457909,153326
"Blacksburg, VA",2003,23617,3637297,154009
"Blacksburg, VA",2004,24736,3825327,154647
"Blacksburg, VA",2005,25802,4035455,156402
"Blacksburg, VA",2006,27033,4278763,158277
"Blacksburg, VA",2007,28142,4505172,160085
"Blacksburg, VA",2008,28839,4650254,161247
"Blacksburg, VA",2009,28909,4694430,162385
"Blacksburg, VA",2010,28856,4707296,163131
"Blacksburg, VA",2011,30258,4945493,163442
"Blacksburg, VA",2012,31581,5183007,164120
"Blacksburg, VA",2013,31722,5241762,165240
"Blacksburg, VA",2014,33355,5526496,165688
"Blacksburg, VA",2015,34870,5778761,165725
"Blacksburg, VA",2016,35567,5924430,166572
"Blacksburg, VA",2017,36811,6132976,166605
"Blacksburg, VA",2018,38421,6435256,167492
"Bloomington, IL",2000,30113,4542422,150844
"Bloomington, IL",2001,32136,4907531,152713
"Bloomington, IL",2002,32445,5057574,155882
"Bloomington, IL",2003,33200,5238755,157795
"Bloomington, IL",2004,34008,5410568,159096
"Bloomington, IL",2005,34296,5497638,160299
"Bloomington, IL",2006,36538,5952977,162925
"Bloomington, IL",2007,37696,6228179,165223
"Bloomington, IL",2008,39418,6575955,166825
"Bloomington, IL",2009,39034,6586058,168727
"Bloomington, IL",2010,40175,6822087,169810
"Bloomington, IL",2011,42313,7231627,170909
"Bloomington, IL",2012,42645,7365615,172721
"Bloomington, IL",2013,43598,7631307,175037
"Bloomington, IL",2014,43704,7609034,174105
"Bloomington, IL",2015,46027,7969221,173141
"Bloomington, IL",2016,46852,8108610,173070
"Bloomington, IL",2017,47438,8195140,172754
"Bloomington, IL",2018,49236,8488859,172410
"Bloomington, IN",2000,24368,3477518,142709
"Bloomington, IN",2001,24637,3539070,143650
"Bloomington, IN",2002,24848,3595711,144707
"Bloomington, IN",2003,25629,3763259,146835
"Bloomington, IN",2004,26810,3982656,148549
"Bloomington, IN",2005,27459,4121467,150096
"Bloomington, IN",2006,28719,4381013,152548
"Bloomington, IN",2007,29485,4551122,154352
"Bloomington, IN",2008,31069,4851807,156164
"Bloomington, IN",2009,30358,4791757,157840
"Bloomington, IN",2010,30687,4913993,160132
"Bloomington, IN",2011,32099,5191061,161722
"Bloomington, IN",2012,33455,5448213,162852
"Bloomington, IN",2013,33424,5455509,163221
"Bloomington, IN",2014,34758,5714971,164422
"Bloomington, IN",2015,36503,6025741,165073
"Bloomington, IN",2016,37923,6320029,166655
"Bloomington, IN",2017,40147,6721779,167429
"Bloomington, IN",2018,41888,7041016,168092
"Bloomsburg, PA",2000,24041,1976470,82211
"Bloomsburg, PA",2001,24865,2053673,82592
"Bloomsburg, PA",2002,26278,2176808,82838
"Bloomsburg, PA",2003,27269,2269869,83240
"Bloomsburg, PA",2004,28126,2348818,83511
"Bloomsburg, PA",2005,28905,2419866,83718
"Bloomsburg, PA",2006,30202,2536837,83996
"Bloomsburg, PA",2007,32195,2714120,84303
"Bloomsburg, PA",2008,33651,2851425,84735
"Bloomsburg, PA",2009,33163,2831591,85385
"Bloomsburg, PA",2010,34778,2978939,85657
"Bloomsburg, PA",2011,36735,3138981,85449
"Bloomsburg, PA",2012,37711,3223207,85472
"Bloomsburg, PA",2013,38424,3288807,85592
"Bloomsburg, PA",2014,39255,3357763,85538
"Bloomsburg, PA",2015,40902,3475877,84980
"Bloomsburg, PA",2016,42368,3575460,84390
"Bloomsburg, PA",2017,43953,3685496,83851
"Bloomsburg, PA",2018,45625,3807656,83455
"Boise City, ID",2000,29630,13897107,469017
"Boise City, ID",2001,29131,14159723,486078
"Boise City, ID",2002,29515,14757498,499994
"Boise City, ID",2003,29792,15268356,512491
"Boise City, ID",2004,31240,16431287,525975
"Boise City, ID",2005,32238,17633546,546980
"Boise City, ID",2006,34786,19848409,570583
"Boise City, ID",2007,35250,20808900,590330
"Boise City, ID",2008,34554,20843553,603218
"Boise City, ID",2009,32941,20137994,611341
"Boise City, ID",2010,33563,20737699,617866
"Boise City, ID",2011,34815,21852159,627670
"Boise City, ID",2012,36498,23264918,637425
"Boise City, ID",2013,37596,24408039,649224
"Boise City, ID",2014,39548,26205717,662624
"Boise City, ID",2015,41341,27890191,674640
"Boise City, ID",2016,42219,29185239,691285
"Boise City, ID",2017,44225,31385382,709682
"Boise City, ID",2018,46664,34014138,728911
"Boston, MA",2000,42505,187074333,4401256
"Boston, MA",2001,43578,193144620,4432132
"Boston, MA",2002,43121,191456821,4440034
"Boston, MA",2003,43913,194740022,4434723
"Boston, MA",2004,46372,205195962,4424956
"Boston, MA",2005,48735,215312270,4418046
"Boston, MA",2006,52698,233311504,4427356
"Boston, MA",2007,55238,245689586,4447838
"Boston, MA",2008,56800,254643531,4483141
"Boston, MA",2009,55530,251395544,4527220
"Boston, MA",2010,58062,265132347,4566348
"Boston, MA",2011,60439,278612314,4609790
"Boston, MA",2012,62503,291048881,4656593
"Boston, MA",2013,62416,293535282,4702877
"Boston, MA",2014,65330,310116458,4746931
"Boston, MA",2015,69399,331613402,4778340
"Boston, MA",2016,71794,345262564,4809061
"Boston, MA",2017,75012,363192458,4841772
"Boston, MA",2018,78923,383529173,4859536
"Boulder, CO",2000,41817,12267341,293358
"Boulder, CO",2001,42333,12705717,300137
"Boulder, CO",2002,41489,11594719,279468
"Boulder, CO",2003,42260,11780716,278768
"Boulder, CO",2004,43232,12093097,279728
"Boulder, CO",2005,46245,12959689,280241
"Boulder, CO",2006,49090,13953505,284243
"Boulder, CO",2007,50834,14611000,287428
"Boulder, CO",2008,52114,15157809,290859
"Boulder, CO",2009,46942,13762807,293190
"Boulder, CO",2010,50465,14889031,295037
"Boulder, CO",2011,52309,15690492,299957
"Boulder, CO",2012,54984,16746365,304570
"Boulder, CO",2013,56706,17540367,309323
"Boulder, CO",2014,60575,18913629,312233
"Boulder, CO",2015,64287,20444932,318027
"Boulder, CO",2016,65363,20997911,321250
"Boulder, CO",2017,69968,22560576,322441
"Boulder, CO",2018,73518,23866572,324636
"Bowling Green, KY",2000,22830,3090485,135367
"Bowling Green, KY",2001,23491,3215888,136901
"Bowling Green, KY",2002,23983,3321902,138510
"Bowling Green, KY",2003,24509,3453781,140921
"Bowling Green, KY",2004,25842,3696534,143044
"Bowling Green, KY",2005,26890,3923750,145918
"Bowling Green, KY",2006,27512,4108251,149324
"Bowling Green, KY",2007,28520,4326824,151710
"Bowling Green, KY",2008,29558,4567053,154513
"Bowling Green, KY",2009,28514,4476122,156978
"Bowling Green, KY",2010,29703,4732922,159341
"Bowling Green, KY",2011,31053,4999075,160985
"Bowling Green, KY",2012,31891,5180670,162450
"Bowling Green, KY",2013,31965,5263153,164653
"Bowling Green, KY",2014,33327,5553337,166630
"Bowling Green, KY",2015,34626,5869334,169507
"Bowling Green, KY",2016,34962,6010065,171902
"Bowling Green, KY",2017,35669,6241402,174981
"Bowling Green, KY",2018,36186,6400089,176864
"Bremerton, WA",2000,30513,7101007,232720
"Bremerton, WA",2001,31323,7345674,234513
"Bremerton, WA",2002,32196,7666910,238129
"Bremerton, WA",2003,33704,8080898,239758
"Bremerton, WA",2004,35628,8620494,241960
"Bremerton, WA",2005,37818,9068926,239806
"Bremerton, WA",2006,39071,9574469,245054
"Bremerton, WA",2007,41012,10011248,244105
"Bremerton, WA",2008,42703,10543818,246912
"Bremerton, WA",2009,41585,10346466,248800
"Bremerton, WA",2010,42275,10639890,251681
"Bremerton, WA",2011,43079,10954944,254297
"Bremerton, WA",2012,44724,11375132,254339
"Bremerton, WA",2013,45059,11372919,252401
"Bremerton, WA",2014,47733,12094971,253387
"Bremerton, WA",2015,48874,12669582,259232
"Bremerton, WA",2016,50498,13288233,263142
"Bremerton, WA",2017,52819,14065097,266289
"Bremerton, WA",2018,56297,15159557,269276
"Bridgeport, CT",2000,62303,55098347,884364
"Bridgeport, CT",2001,66338,58979021,889063
"Bridgeport, CT",2002,64850,57904478,892900
"Bridgeport, CT",2003,64782,58066622,896342
"Bridgeport, CT",2004,68682,61640489,897472
"Bridgeport, CT",2005,74436,66817392,897653
"Bridgeport, CT",2006,82483,73925664,896254
"Bridgeport, CT",2007,91245,81892315,897498
"Bridgeport, CT",2008,100144,90512632,903824
"Bridgeport, CT",2009,98315,89508015,910421
"Bridgeport, CT",2010,103725,95360433,919355
"Bridgeport, CT",2011,104079,96584971,928000
"Bridgeport, CT",2012,103660,96932032,935099
"Bridgeport, CT",2013,97235,91393072,939924
"Bridgeport, CT",2014,102631,96903612,944196
"Bridgeport, CT",2015,104590,98831179,944943
"Bridgeport, CT",2016,107593,101605049,944347
"Bridgeport, CT",2017,111380,105035532,943038
"Bridgeport, CT",2018,117432,110852692,943971
"Brownsville, TX",2000,15408,5179027,336123
"Brownsville, TX",2001,16655,5702060,342368
"Brownsville, TX",2002,17401,6093730,350194
"Brownsville, TX",2003,17878,6409249,358492
"Brownsville, TX",2004,18050,6611838,366299
"Brownsville, TX",2005,18700,6983279,373429
"Brownsville, TX",2006,19699,7488857,380169
"Brownsville, TX",2007,20685,7990931,386306
"Brownsville, TX",2008,21740,8543864,393000
"Brownsville, TX",2009,22191,8882951,400303
"Brownsville, TX",2010,23352,9518840,407630
"Brownsville, TX",2011,24111,9962797,413201
"Brownsville, TX",2012,24594,10228234,415877
"Brownsville, TX",2013,25025,10444514,417357
"Brownsville, TX",2014,25861,10836016,419005
"Brownsville, TX",2015,26636,11172451,419450
"Brownsville, TX",2016,27122,11427833,421350
"Brownsville, TX",2017,27622,11662651,422227
"Brownsville, TX",2018,28940,12216651,422139
"Brunswick, GA",2000,26781,2499801,93344
"Brunswick, GA",2001,27158,2581382,95052
"Brunswick, GA",2002,27705,2676667,96612
"Brunswick, GA",2003,28868,2834286,98180
"Brunswick, GA",2004,30901,3086387,99879
"Brunswick, GA",2005,32375,3287084,101532
"Brunswick, GA",2006,33988,3559051,104715
"Brunswick, GA",2007,34104,3660547,107334
"Brunswick, GA",2008,33034,3619856,109579
"Brunswick, GA",2009,31107,3463559,111343
"Brunswick, GA",2010,31966,3597292,112534
"Brunswick, GA",2011,33262,3755089,112895
"Brunswick, GA",2012,33429,3786846,113281
"Brunswick, GA",2013,33627,3826129,113781
"Brunswick, GA",2014,35064,4018568,114607
"Brunswick, GA",2015,37151,4301360,115779
"Brunswick, GA",2016,38071,4437939,116571
"Brunswick, GA",2017,39545,4649984,117587
"Brunswick, GA",2018,41967,4963920,118282
"Buffalo, NY",2000,28080,32826706,1169060
"Buffalo, NY",2001,28303,32974722,1165067
"Buffalo, NY",2002,28867,33534588,1161678
"Buffalo, NY",2003,29865,34640516,1159918
"Buffalo, NY",2004,31150,36011620,1156070
"Buffalo, NY",2005,31791,36514174,1148563
"Buffalo, NY",2006,33598,38358823,1141712
"Buffalo, NY",2007,35419,40295525,1137678
"Buffalo, NY",2008,37055,42108452,1136364
"Buffalo, NY",2009,37446,42515638,1135377
"Buffalo, NY",2010,38726,43978449,1135627
"Buffalo, NY",2011,40355,45825295,1135562
"Buffalo, NY",2012,41821,47450812,1134619
"Buffalo, NY",2013,42210,47907088,1134974
"Buffalo, NY",2014,43426,49290908,1135060
"Buffalo, NY",2015,45423,51464192,1133002
"Buffalo, NY",2016,46397,52438950,1130232
"Buffalo, NY",2017,48942,55298925,1129882
"Buffalo, NY",2018,50261,56783377,1129777
"Burlington, NC",2000,26307,3457352,131423
"Burlington, NC",2001,26970,3596372,133346
"Burlington, NC",2002,27051,3658312,135239
"Burlington, NC",2003,27751,3774373,136009
"Burlington, NC",2004,27975,3849857,137619
"Burlington, NC",2005,28741,4003936,139311
"Burlington, NC",2006,30806,4357918,141462
"Burlington, NC",2007,32225,4663288,144712
"Burlington, NC",2008,32881,4856635,147704
"Burlington, NC",2009,31530,4728074,149954
"Burlington, NC",2010,32004,4846334,151431
"Burlington, NC",2011,33093,5052980,152692
"Burlington, NC",2012,34309,5258423,153265
"Burlington, NC",2013,34215,5274613,154162
"Burlington, NC",2014,35661,5541165,155384
"Burlington, NC",2015,36870,5789896,157037
"Burlington, NC",2016,37576,6022761,160283
"Burlington, NC",2017,38508,6287496,163276
"Burlington, NC",2018,39940,6650506,166514
"Burlington, VT",2000,31724,6332014,199600
"Burlington, VT",2001,32954,6635609,201361
"Burlington, VT",2002,33469,6795901,203052
"Burlington, VT",2003,34910,7128643,204201
"Burlington, VT",2004,36512,7508807,205652
"Burlington, VT",2005,37431,7734611,206637
"Burlington, VT",2006,39683,8231337,207426
"Burlington, VT",2007,41587,8659841,208232
"Burlington, VT",2008,43796,9167806,209332
"Burlington, VT",2009,42922,9032205,210435
"Burlington, VT",2010,43912,9289099,211538
"Burlington, VT",2011,46750,9968816,213235
"Burlington, VT",2012,48371,10349481,213962
"Burlington, VT",2013,49187,10566683,214827
"Burlington, VT",2014,51108,11022854,215676
"Burlington, VT",2015,52743,11453310,217152
"Burlington, VT",2016,53908,11722028,217447
"Burlington, VT",2017,55172,12081200,218975
"Burlington, VT",2018,57041,12545471,219939
"California, MD",2000,30531,2640910,86498
"California, MD",2001,30732,2687641,87455
"California, MD",2002,32531,2921897,89819
"California, MD",2003,34429,3178909,92333
"California, MD",2004,36119,3427720,94900
"California, MD",2005,37793,3661019,96871
"California, MD",2006,39737,3927946,98849
"California, MD",2007,41820,4207038,100599
"California, MD",2008,43997,4484205,101921
"California, MD",2009,45358,4684281,103273
"California, MD",2010,46916,4961849,105761
"California, MD",2011,48960,5266435,107566
"California, MD",2012,49302,5364105,108800
"California, MD",2013,49184,5372070,109224
"California, MD",2014,50585,5559929,109913
"California, MD",2015,52245,5798401,110985
"California, MD",2016,53437,5971637,111750
"California, MD",2017,54546,6135724,112487
"California, MD",2018,56815,6404219,112720
"Canton, OH",2000,27018,10993374,406887
"Canton, OH",2001,27328,11101978,406256
"Canton, OH",2002,27743,11264708,406039
"Canton, OH",2003,28562,11597301,406046
"Canton, OH",2004,29457,11958523,405960
"Canton, OH",2005,30426,12327626,405168
"Canton, OH",2006,31683,12842628,405343
"Canton, OH",2007,33220,13485476,405939
"Canton, OH",2008,34346,13949367,406140
"Canton, OH",2009,33085,13403520,405127
"Canton, OH",2010,33964,13728976,404218
"Canton, OH",2011,36391,14677690,403331
"Canton, OH",2012,37878,15281159,403429
"Canton, OH",2013,38306,15451303,403365
"Canton, OH",2014,39875,16096415,403675
"Canton, OH",2015,41306,16623077,402433
"Canton, OH",2016,41410,16608410,401068
"Canton, OH",2017,43025,17180907,399327
"Canton, OH",2018,44670,17793419,398330
"Cape Coral, FL",2000,28697,12750292,444311
"Cape Coral, FL",2001,31077,14327685,461037
"Cape Coral, FL",2002,30920,14807474,478889
"Cape Coral, FL",2003,32189,16019330,497662
"Cape Coral, FL",2004,35523,18558224,522431
"Cape Coral, FL",2005,37483,20804368,555029
"Cape Coral, FL",2006,41428,24139351,582678
"Cape Coral, FL",2007,41004,24796068,604716
"Cape Coral, FL",2008,41218,25183364,610984
"Cape Coral, FL",2009,39698,24307032,612297
"Cape Coral, FL",2010,39095,24256409,620449
"Cape Coral, FL",2011,41397,26123867,631053
"Cape Coral, FL",2012,41715,26872504,644197
"Cape Coral, FL",2013,41309,27257232,659834
"Cape Coral, FL",2014,44533,30159057,677232
"Cape Coral, FL",2015,46420,32477798,699644
"Cape Coral, FL",2016,48098,34758296,722649
"Cape Coral, FL",2017,49714,36788238,740000
"Cape Coral, FL",2018,51093,38547795,754470
"Cape Girardeau, MO",2000,24066,2178616,90527
"Cape Girardeau, MO",2001,24813,2263564,91226
"Cape Girardeau, MO",2002,25627,2349826,91694
"Cape Girardeau, MO",2003,26743,2456046,91840
"Cape Girardeau, MO",2004,28302,2624544,92734
"Cape Girardeau, MO",2005,29089,2710284,93173
"Cape Girardeau, MO",2006,30380,2860821,94167
"Cape Girardeau, MO",2007,32239,3050369,94616
"Cape Girardeau, MO",2008,32789,3115934,95031
"Cape Girardeau, MO",2009,32496,3107698,95634
"Cape Girardeau, MO",2010,33124,3194740,96447
"Cape Girardeau, MO",2011,34463,3342327,96982
"Cape Girardeau, MO",2012,36576,3555557,97210
"Cape Girardeau, MO",2013,36958,3591445,97177
"Cape Girardeau, MO",2014,37583,3660776,97405
"Cape Girardeau, MO",2015,39495,3843513,97316
"Cape Girardeau, MO",2016,40407,3923914,97109
