newidx,aggravated_assault,burglary,city,counties_principal_cities,forcible_rape,index,larceny_theft,main_city,motor_vehicle_theft,murder_and_nonnegligent_manslaughter,population,property_crime,rape1,robbery,state,violent_crime,year
"Des Moines, IA",887,1888.0,Des Moines-West Des Moines,City of Des Moines,,"Des Moines-West Des Moines, IA M.S.A.",6083.0,Des Moines,870.0,9,208250,8841,87.0,267.0,IA,1250,2014
"West Des Moines, IA",84,136.0,Des Moines-West Des Moines,City of West Des Moines,,"Des Moines-West Des Moines, IA M.S.A.",1363.0,West Des Moines,63.0,0,62359,1562,17.0,15.0,IA,116,2014
"Detroit, MI",9191,9177.0,Detroit-Warren-Dearborn,City of Detroit,,"Detroit-Warren-Dearborn, MI M.S.A.",13723.0,Detroit,10083.0,298,684694,32983,557.0,3570.0,MI,13616,2014
"Warren, MI",378,742.0,Detroit-Warren-Dearborn,City of Warren,,"Detroit-Warren-Dearborn, MI M.S.A.",2144.0,Warren,541.0,4,135080,3427,99.0,160.0,MI,641,2014
"Dearborn, MI",206,338.0,Detroit-Warren-Dearborn,City of Dearborn,,"Detroit-Warren-Dearborn, MI M.S.A.",2386.0,Dearborn,411.0,2,95396,3135,34.0,97.0,MI,339,2014
"Livonia, MI",83,207.0,Detroit-Warren-Dearborn,City of Livonia,,"Detroit-Warren-Dearborn, MI M.S.A.",1417.0,Livonia,148.0,1,94833,1772,16.0,20.0,MI,120,2014
"Troy, MI",31,156.0,Detroit-Warren-Dearborn,City of Troy,,"Detroit-Warren-Dearborn, MI M.S.A.",1133.0,Troy,70.0,1,83279,1359,8.0,10.0,MI,50,2014
"Farmington Hills, MI",59,190.0,Detroit-Warren-Dearborn,City of Farmington Hills,,"Detroit-Warren-Dearborn, MI M.S.A.",707.0,Farmington Hills,80.0,0,81682,977,17.0,19.0,MI,95,2014
"Southfield, MI",109,321.0,Detroit-Warren-Dearborn,City of Southfield,,"Detroit-Warren-Dearborn, MI M.S.A.",1471.0,Southfield,358.0,3,73321,2150,33.0,85.0,MI,230,2014
"Taylor, MI",219,435.0,Detroit-Warren-Dearborn,City of Taylor,,"Detroit-Warren-Dearborn, MI M.S.A.",1160.0,Taylor,202.0,2,61527,1797,52.0,70.0,MI,343,2014
"Novi, MI",26,53.0,Detroit-Warren-Dearborn,City of Novi,,"Detroit-Warren-Dearborn, MI M.S.A.",760.0,Novi,40.0,1,58654,853,13.0,7.0,MI,47,2014
"Dover, DE",162,74.0,Dover,City of Dover,,"Dover, DE M.S.A.",1736.0,Dover,64.0,2,37671,1874,14.0,64.0,DE,242,2014
"Dubuque, IA",98,383.0,Dubuque,City of Dubuque,,"Dubuque, IA M.S.A.",1071.0,Dubuque,59.0,0,58421,1513,27.0,20.0,IA,145,2014
"Duluth, MN",191,503.0,Duluth,"City of Duluth, MN",,"Duluth, MN-WI M.S.A.",3002.0,Duluth MN,145.0,3,86106,3650,42.0,73.0,MN,309,2014
"Durham, NC",1086,3652.0,Durham-Chapel Hill,City of Durham,,"Durham-Chapel Hill, NC M.S.A.",6853.0,Durham,580.0,21,249738,11085,73.0,654.0,NC,1834,2014
"Chapel Hill, NC",42,360.0,Durham-Chapel Hill,City of Chapel Hill,,"Durham-Chapel Hill, NC M.S.A.",921.0,Chapel Hill,66.0,2,60190,1347,13.0,29.0,NC,86,2014
"Eau Claire, WI",72,287.0,Eau Claire,City of Eau Claire,,"Eau Claire, WI M.S.A.4",1368.0,Eau Claire,72.0,1,67937,1727,21.0,16.0,WI,110,2014
"El Centro, CA",96,406.0,El Centro,City of El Centro,,"El Centro, CA M.S.A.",1544.0,El Centro,145.0,0,43532,2095,12.0,59.0,CA,167,2014
"Elizabethtown, KY",17,154.0,Elizabethtown-Fort Knox,City of Elizabethtown,,"Elizabethtown-Fort Knox, KY M.S.A.",886.0,Elizabethtown,29.0,0,30208,1069,16.0,8.0,KY,41,2014
"Elkhart, IN",546,615.0,Elkhart-Goshen,City of Elkhart,,"Elkhart-Goshen, IN M.S.A.3",1484.0,Elkhart,184.0,1,51366,2283,20.0,79.0,IN,646,2014
"Goshen, IN",8,240.0,Elkhart-Goshen,City of Goshen,,"Elkhart-Goshen, IN M.S.A.3",934.0,Goshen,66.0,0,32337,1240,13.0,15.0,IN,36,2014
"Elmira, NY",50,230.0,Elmira,City of Elmira,,"Elmira, NY M.S.A.",712.0,Elmira,22.0,1,28803,964,0.0,29.0,NY,80,2014
"El Paso, TX",1900,1579.0,El Paso,City of El Paso,,"El Paso, TX M.S.A.",12170.0,El Paso,821.0,21,680273,14570,335.0,415.0,TX,2671,2014
"Erie, PA",248,772.0,Erie,City of Erie,,"Erie, PA M.S.A.",1794.0,Erie,74.0,10,100403,2640,52.0,96.0,PA,406,2014
"Evansville, IN",322,1087.0,Evansville,City of Evansville,,"Evansville, IN-KY M.S.A.3",5250.0,Evansville,546.0,9,120372,6883,69.0,223.0,IN,623,2014
"Fairbanks, AK",119,155.0,Fairbanks,City of Fairbanks,,"Fairbanks, AK M.S.A.",969.0,Fairbanks,123.0,4,32477,1247,39.0,52.0,AK,214,2014
"Fargo, ND",250,539.0,Fargo,"City of Fargo, ND",,"Fargo, ND-MN M.S.A.",2304.0,Fargo ND,199.0,4,115686,3042,80.0,76.0,ND,410,2014
"Farmington, NM",191,307.0,Farmington,City of Farmington,,"Farmington, NM M.S.A.",1116.0,Farmington,98.0,2,45289,1521,56.0,52.0,NM,301,2014
"Fayetteville, NC",478,2510.0,Fayetteville,City of Fayetteville,,"Fayetteville, NC M.S.A.",7427.0,Fayetteville,587.0,19,205306,10524,72.0,470.0,NC,1039,2014
"Flagstaff, AZ",196,215.0,Flagstaff,City of Flagstaff,,"Flagstaff, AZ M.S.A.",2722.0,Flagstaff,83.0,3,69490,3020,30.0,46.0,AZ,275,2014
"Flint, MI",1274,1677.0,Flint,City of Flint,,"Flint, MI M.S.A.",1944.0,Flint,270.0,28,99166,3891,115.0,277.0,MI,1694,2014
"Florence, SC",252,481.0,Florence,City of Florence,,"Florence, SC M.S.A.",2196.0,Florence,123.0,2,37951,2800,18.0,60.0,SC,332,2014
"Florence, AL",132,250.0,Florence-Muscle Shoals,City of Florence,,"Florence-Muscle Shoals, AL M.S.A.",1137.0,Florence,89.0,1,40236,1476,25.0,44.0,AL,202,2014
"Muscle Shoals, AL",25,138.0,Florence-Muscle Shoals,City of Muscle Shoals,,"Florence-Muscle Shoals, AL M.S.A.",596.0,Muscle Shoals,52.0,0,13584,786,10.0,10.0,AL,45,2014
"Fond du Lac, WI",98,100.0,Fond du Lac,City of Fond du Lac,,"Fond du Lac, WI M.S.A.",1075.0,Fond du Lac,28.0,1,42953,1203,30.0,12.0,WI,141,2014
"Fort Collins, CO",251,489.0,Fort Collins,City of Fort Collins,,"Fort Collins, CO M.S.A.",3142.0,Fort Collins,151.0,1,154015,3782,41.0,36.0,CO,329,2014
"Fort Smith, AR",479,866.0,Fort Smith,"City of Fort Smith, AR",,"Fort Smith, AR-OK M.S.A.",3625.0,Fort Smith AR,181.0,4,87989,4672,74.0,106.0,AR,663,2014
"Fort Wayne, IN",353,1765.0,Fort Wayne,City of Fort Wayne,,"Fort Wayne, IN M.S.A.3",6223.0,Fort Wayne,364.0,12,257172,8352,104.0,347.0,IN,816,2014
"Fresno, CA",1501,4721.0,Fresno,City of Fresno,,"Fresno, CA M.S.A.",13277.0,Fresno,3103.0,47,513187,21101,53.0,781.0,CA,2382,2014
"Gadsden, AL",235,733.0,Gadsden,City of Gadsden,,"Gadsden, AL M.S.A.4",1879.0,Gadsden,194.0,3,36455,2806,31.0,89.0,AL,358,2014
"Gainesville, FL",563,594.0,Gainesville,City of Gainesville,,"Gainesville, FL M.S.A.",3688.0,Gainesville,298.0,2,128185,4580,102.0,150.0,FL,817,2014
"Gainesville, GA",80,214.0,Gainesville,City of Gainesville3,,"Gainesville, GA M.S.A.3",1202.0,Gainesville,76.0,2,35967,1492,16.0,33.0,GA,131,2014
"Gettysburg, PA",21,17.0,Gettysburg,City of Gettysburg,,"Gettysburg, PA M.S.A.",112.0,Gettysburg,1.0,0,7667,130,6.0,2.0,PA,29,2014
"Glens Falls, NY",13,39.0,Glens Falls,City of Glens Falls,,"Glens Falls, NY M.S.A.",293.0,Glens Falls,6.0,0,14518,338,8.0,4.0,NY,25,2014
"Goldsboro, NC",247,462.0,Goldsboro,City of Goldsboro,,"Goldsboro, NC M.S.A.",1655.0,Goldsboro,92.0,6,36481,2209,1.0,74.0,NC,328,2014
"Grand Forks, ND",87,246.0,Grand Forks,"City of Grand Forks, ND",,"Grand Forks, ND-MN M.S.A.",1208.0,Grand Forks ND,91.0,1,55438,1545,24.0,15.0,ND,127,2014
"Grand Island, NE",89,403.0,Grand Island,City of Grand Island,,"Grand Island, NE M.S.A.",1719.0,Grand Island,101.0,0,50999,2223,34.0,8.0,NE,131,2014
"Grand Junction, CO",179,265.0,Grand Junction,City of Grand Junction,,"Grand Junction, CO M.S.A.",2164.0,Grand Junction,101.0,1,59972,2530,64.0,42.0,CO,286,2014
"Grand Rapids, MI",862,1126.0,Grand Rapids-Wyoming,City of Grand Rapids4,,"Grand Rapids-Wyoming, MI M.S.A.4",3755.0,Grand Rapids,,7,193385,,86.0,426.0,MI,1381,2014
"Wyoming, MI",194,313.0,Grand Rapids-Wyoming,City of Wyoming,,"Grand Rapids-Wyoming, MI M.S.A.4",1066.0,Wyoming,139.0,5,74603,1518,49.0,41.0,MI,289,2014
"Great Falls, MT",113,314.0,Great Falls,City of Great Falls,,"Great Falls, MT M.S.A.",2130.0,Great Falls,117.0,0,59501,2561,28.0,21.0,MT,162,2014
"Greeley, CO",349,499.0,Greeley,City of Greeley,,"Greeley, CO M.S.A.",2593.0,Greeley,200.0,1,97406,3292,74.0,61.0,CO,485,2014
"Green Bay, WI",403,406.0,Green Bay,City of Green Bay,,"Green Bay, WI M.S.A.4",1819.0,Green Bay,85.0,3,104979,2310,51.0,63.0,WI,520,2014
"Greensboro, NC",784,2508.0,Greensboro-High Point,City of Greensboro,,"Greensboro-High Point, NC M.S.A.",7119.0,Greensboro,533.0,23,282203,10160,52.0,487.0,NC,1346,2014
"High Point, NC",336,998.0,Greensboro-High Point,City of High Point,,"Greensboro-High Point, NC M.S.A.",2628.0,High Point,237.0,4,108540,3863,23.0,142.0,NC,505,2014
"Greenville, NC",307,800.0,Greenville,City of Greenville,,"Greenville, NC M.S.A.",2771.0,Greenville,114.0,4,90198,3685,13.0,144.0,NC,468,2014
"Hammond, LA",178,782.0,Hammond,City of Hammond,,"Hammond, LA M.S.A.",1368.0,Hammond,2.0,1,20416,2152,7.0,54.0,LA,240,2014
"Hanford, CA",246,259.0,Hanford-Corcoran,City of Hanford,,"Hanford-Corcoran, CA M.S.A.",1442.0,Hanford,156.0,1,54824,1857,27.0,31.0,CA,305,2014
"Corcoran, CA",76,105.0,Hanford-Corcoran,City of Corcoran,,"Hanford-Corcoran, CA M.S.A.",168.0,Corcoran,19.0,0,23057,292,5.0,5.0,CA,86,2014
"Harrisburg, PA",216,477.0,Harrisburg-Carlisle,City of Harrisburg,,"Harrisburg-Carlisle, PA M.S.A.",1214.0,Harrisburg,137.0,17,49109,1828,42.0,272.0,PA,547,2014
"Carlisle, PA",17,50.0,Harrisburg-Carlisle,City of Carlisle,,"Harrisburg-Carlisle, PA M.S.A.",472.0,Carlisle,4.0,0,18974,526,7.0,13.0,PA,37,2014
"Harrisonburg, VA",71,228.0,Harrisonburg,City of Harrisonburg,,"Harrisonburg, VA M.S.A.",894.0,Harrisonburg,28.0,0,52026,1150,21.0,11.0,VA,103,2014
"Hartford, CT",814,888.0,Hartford-West Hartford-East Hartford,City of Hartford,,"Hartford-West Hartford-East Hartford, CT M.S.A.",3642.0,Hartford,750.0,19,124943,5280,45.0,502.0,CT,1380,2014
"West Hartford, CT",10,200.0,Hartford-West Hartford-East Hartford,City of West Hartford,,"Hartford-West Hartford-East Hartford, CT M.S.A.",1129.0,West Hartford,66.0,1,63360,1395,1.0,37.0,CT,49,2014
"East Hartford, CT",50,283.0,Hartford-West Hartford-East Hartford,City of East Hartford,,"Hartford-West Hartford-East Hartford, CT M.S.A.",800.0,East Hartford,137.0,2,51185,1220,24.0,55.0,CT,131,2014
"Middletown, CT",51,96.0,Hartford-West Hartford-East Hartford,City of Middletown,,"Hartford-West Hartford-East Hartford, CT M.S.A.",699.0,Middletown,64.0,0,47256,859,4.0,23.0,CT,78,2014
"Hickory, NC",100,357.0,Hickory-Lenoir-Morganton,City of Hickory,,"Hickory-Lenoir-Morganton, NC M.S.A.",1442.0,Hickory,96.0,0,40435,1895,20.0,38.0,NC,158,2014
"Lenoir, NC",28,210.0,Hickory-Lenoir-Morganton,City of Lenoir,,"Hickory-Lenoir-Morganton, NC M.S.A.",541.0,Lenoir,32.0,1,17994,783,1.0,13.0,NC,43,2014
"Morganton, NC",26,147.0,Hickory-Lenoir-Morganton,City of Morganton,,"Hickory-Lenoir-Morganton, NC M.S.A.",479.0,Morganton,19.0,3,16786,645,3.0,11.0,NC,43,2014
"Bluffton, SC",19,79.0,Hilton Head Island-Bluffton-Beaufort,City of Bluffton,,"Hilton Head Island-Bluffton-Beaufort, SC M.S.A.",360.0,Bluffton,22.0,1,13755,461,4.0,9.0,SC,33,2014
"Beaufort, SC",65,155.0,Hilton Head Island-Bluffton-Beaufort,City of Beaufort,,"Hilton Head Island-Bluffton-Beaufort, SC M.S.A.",716.0,Beaufort,32.0,0,13090,903,5.0,27.0,SC,97,2014
"Hinesville, GA",120,347.0,Hinesville,City of Hinesville3,,"Hinesville, GA M.S.A.3",1040.0,Hinesville,39.0,1,34525,1426,6.0,35.0,GA,162,2014
"Houma, LA",129,191.0,Houma-Thibodaux,City of Houma,,"Houma-Thibodaux, LA M.S.A.",1136.0,Houma,63.0,4,34129,1390,12.0,66.0,LA,211,2014
"Thibodaux, LA",65,65.0,Houma-Thibodaux,City of Thibodaux,,"Houma-Thibodaux, LA M.S.A.",540.0,Thibodaux,7.0,1,14565,612,4.0,9.0,LA,79,2014
"Houston, TX",10768,21629.0,Houston-The Woodlands-Sugar Land,City of Houston,,"Houston-The Woodlands-Sugar Land, TX M.S.A.",68125.0,Houston,14443.0,242,2219933,104197,812.0,10186.0,TX,22008,2014
"Sugar Land, TX",56,220.0,Houston-The Woodlands-Sugar Land,City of Sugar Land,,"Houston-The Woodlands-Sugar Land, TX M.S.A.",1132.0,Sugar Land,48.0,1,85055,1400,6.0,36.0,TX,99,2014
"Baytown, TX",120,638.0,Houston-The Woodlands-Sugar Land,City of Baytown,,"Houston-The Woodlands-Sugar Land, TX M.S.A.",2091.0,Baytown,428.0,5,76253,3157,32.0,84.0,TX,241,2014
"Conroe, TX",105,431.0,Houston-The Woodlands-Sugar Land,City of Conroe,,"Houston-The Woodlands-Sugar Land, TX M.S.A.",1672.0,Conroe,108.0,2,64446,2211,28.0,71.0,TX,206,2014
"Huntsville, AL",958,1912.0,Huntsville,City of Huntsville,,"Huntsville, AL M.S.A.",6521.0,Huntsville,728.0,15,187624,9161,104.0,390.0,AL,1467,2014
"Idaho Falls, ID",83,239.0,Idaho Falls,City of Idaho Falls,,"Idaho Falls, ID M.S.A.",1164.0,Idaho Falls,99.0,0,58606,1502,36.0,7.0,ID,126,2014
"Indianapolis, IN",6251,12125.0,Indianapolis-Carmel-Anderson,City of Indianapolis3,,"Indianapolis-Carmel-Anderson, IN M.S.A.3",24090.0,Indianapolis,5179.0,136,858238,41394,573.0,3808.0,IN,10768,2014
"Carmel, IN",3,72.0,Indianapolis-Carmel-Anderson,City of Carmel,,"Indianapolis-Carmel-Anderson, IN M.S.A.3",689.0,Carmel,55.0,1,87555,816,2.0,6.0,IN,12,2014
"Anderson, IN",57,553.0,Indianapolis-Carmel-Anderson,City of Anderson,,"Indianapolis-Carmel-Anderson, IN M.S.A.3",1739.0,Anderson,198.0,1,55545,2490,59.0,73.0,IN,190,2014
"Iowa City, IA",130,269.0,Iowa City,City of Iowa City,,"Iowa City, IA M.S.A.",1411.0,Iowa City,76.0,1,72522,1756,31.0,51.0,IA,213,2014
"Jackson, MI",203,232.0,Jackson,City of Jackson,,"Jackson, MI M.S.A.",1157.0,Jackson,39.0,3,33404,1428,40.0,53.0,MI,299,2014
"Jackson, MS",614,2952.0,Jackson,City of Jackson,,"Jackson, MS M.S.A.",6303.0,Jackson,1127.0,61,172376,10382,117.0,801.0,MS,1593,2014
"Jackson, TN",559,646.0,Jackson,City of Jackson,,"Jackson, TN M.S.A.",2244.0,Jackson,173.0,10,67869,3063,34.0,131.0,TN,734,2014
"Jacksonville, FL",3859,6806.0,Jacksonville,City of Jacksonville,,"Jacksonville, FL M.S.A.",24945.0,Jacksonville,1981.0,96,856021,33732,479.0,1419.0,FL,5853,2014
"Janesville, WI",110,303.0,Janesville-Beloit,City of Janesville,,"Janesville-Beloit, WI M.S.A.",1726.0,Janesville,47.0,1,63885,2076,23.0,28.0,WI,162,2014
"Beloit, WI",72,229.0,Janesville-Beloit,City of Beloit,,"Janesville-Beloit, WI M.S.A.",967.0,Beloit,43.0,8,36872,1239,15.0,53.0,WI,148,2014
"Jefferson City, MO",101,166.0,Jefferson City,City of Jefferson City,,"Jefferson City, MO M.S.A.",1134.0,Jefferson City,31.0,1,43372,1331,6.0,25.0,MO,133,2014
"Johnson City, TN",185,383.0,Johnson City,City of Johnson City,,"Johnson City, TN M.S.A.",1886.0,Johnson City,98.0,4,65541,2367,15.0,38.0,TN,242,2014
"Johnstown, PA",81,287.0,Johnstown,City of Johnstown,,"Johnstown, PA M.S.A.",502.0,Johnstown,19.0,6,21755,808,6.0,32.0,PA,125,2014
"Jonesboro, AR",255,681.0,Jonesboro,City of Jonesboro,,"Jonesboro, AR M.S.A.",2409.0,Jonesboro,82.0,9,72569,3172,55.0,61.0,AR,380,2014
"Joplin, MO",148,611.0,Joplin,City of Joplin,,"Joplin, MO M.S.A.",3042.0,Joplin,295.0,3,50751,3948,48.0,62.0,MO,261,2014
"Kalamazoo, MI",610,677.0,Kalamazoo-Portage,City of Kalamazoo,,"Kalamazoo-Portage, MI M.S.A.",2035.0,Kalamazoo,189.0,6,75857,2901,111.0,157.0,MI,884,2014
"Portage, MI",42,187.0,Kalamazoo-Portage,City of Portage,,"Kalamazoo-Portage, MI M.S.A.",1268.0,Portage,42.0,0,47819,1497,17.0,18.0,MI,77,2014
"Kankakee, IL",94,292.0,Kankakee,City of Kankakee,,"Kankakee, IL M.S.A.",906.0,Kankakee,34.0,6,27026,1232,28.0,93.0,IL,221,2014
"Kansas City, MO",3769,5659.0,Kansas City,"City of Kansas City, MO",,"Kansas City, MO-KS M.S.A.",13037.0,Kansas City MO,3952.0,78,468417,22648,390.0,1625.0,MO,5862,2014
"Overland Park, MO",165,384.0,Kansas City,"City of Overland Park, KS",,"Kansas City, MO-KS M.S.A.",2130.0,Overland Park KS,519.0,6,183108,3033,127.0,29.0,MO,327,2014
"Kansas City, MO",548,1663.0,Kansas City,"City of Kansas City, KS",,"Kansas City, MO-KS M.S.A.",4697.0,Kansas City KS,956.0,25,149103,7316,233.0,254.0,MO,1060,2014
"Kennewick, WA",110,465.0,Kennewick-Richland,City of Kennewick,,"Kennewick-Richland, WA M.S.A.",1808.0,Kennewick,146.0,5,77381,2419,34.0,41.0,WA,190,2014
"Richland, WA",66,169.0,Kennewick-Richland,City of Richland,,"Kennewick-Richland, WA M.S.A.",991.0,Richland,49.0,0,53445,1209,11.0,13.0,WA,90,2014
"Killeen, TX",526,1334.0,Killeen-Temple,City of Killeen,,"Killeen-Temple, TX M.S.A.",3149.0,Killeen,220.0,10,139211,4703,114.0,196.0,TX,846,2014
"Temple, TX",87,494.0,Killeen-Temple,City of Temple,,"Killeen-Temple, TX M.S.A.",1804.0,Temple,123.0,5,71049,2421,21.0,62.0,TX,175,2014
"Kingsport, TN",262,356.0,Kingsport-Bristol-Bristol,"City of Kingsport, TN",,"Kingsport-Bristol-Bristol, TN-VA M.S.A.",2130.0,Kingsport TN,145.0,2,53010,2631,20.0,35.0,TN,319,2014
"Bristol, TN",110,149.0,Kingsport-Bristol-Bristol,"City of Bristol, TN",,"Kingsport-Bristol-Bristol, TN-VA M.S.A.",761.0,Bristol TN,57.0,0,26603,967,5.0,7.0,TN,122,2014
"Bristol, TN",40,50.0,Kingsport-Bristol-Bristol,"City of Bristol, VA",,"Kingsport-Bristol-Bristol, TN-VA M.S.A.",413.0,Bristol VA,19.0,1,17225,482,5.0,8.0,TN,54,2014
"Kingston, NY",35,87.0,Kingston,City of Kingston,,"Kingston, NY M.S.A.",578.0,Kingston,7.0,2,23702,672,5.0,25.0,NY,67,2014
"Knoxville, TN",1052,1976.0,Knoxville,City of Knoxville,,"Knoxville, TN M.S.A.",9216.0,Knoxville,836.0,12,184362,12028,135.0,413.0,TN,1612,2014
"Kokomo, IN",95,501.0,Kokomo,City of Kokomo,,"Kokomo, IN M.S.A.3",1515.0,Kokomo,58.0,3,56904,2074,22.0,42.0,IN,162,2014
"La Crosse, WI",54,224.0,La Crosse-Onalaska,"City of La Crosse, WI",,"La Crosse-Onalaska, WI-MN M.S.A.",1258.0,La Crosse WI,40.0,0,51564,1522,20.0,28.0,WI,102,2014
"Onalaska, WI",3,16.0,La Crosse-Onalaska,"City of Onalaska, WI",,"La Crosse-Onalaska, WI-MN M.S.A.",381.0,Onalaska WI,5.0,0,18437,402,0.0,3.0,WI,6,2014
"Lafayette, LA",549,1186.0,Lafayette,City of Lafayette,,"Lafayette, LA M.S.A.2",5208.0,Lafayette,406.0,7,125122,6800,10.0,248.0,LA,814,2014
"Lafayette, IN",216,634.0,Lafayette-West Lafayette,City of Lafayette,,"Lafayette-West Lafayette, IN M.S.A.3",2542.0,Lafayette,250.0,2,70749,3426,43.0,90.0,IN,351,2014
"West Lafayette, IN",22,44.0,Lafayette-West Lafayette,City of West Lafayette,,"Lafayette-West Lafayette, IN M.S.A.3",286.0,West Lafayette,19.0,0,31192,349,2.0,8.0,IN,32,2014
"Lake Havasu City, AZ",68,222.0,Lake Havasu City-Kingman,City of Lake Havasu City,,"Lake Havasu City-Kingman, AZ M.S.A.",830.0,Lake Havasu City,57.0,1,52892,1109,14.0,5.0,AZ,88,2014
"Kingman, AZ",57,248.0,Lake Havasu City-Kingman,City of Kingman,,"Lake Havasu City-Kingman, AZ M.S.A.",1151.0,Kingman,72.0,1,28526,1471,6.0,9.0,AZ,73,2014
"Lakeland, FL",219,1088.0,Lakeland-Winter Haven,City of Lakeland,,"Lakeland-Winter Haven, FL M.S.A.",3948.0,Lakeland,249.0,8,101428,5285,73.0,153.0,FL,453,2014
"Winter Haven, FL",159,284.0,Lakeland-Winter Haven,City of Winter Haven,,"Lakeland-Winter Haven, FL M.S.A.",1025.0,Winter Haven,42.0,2,35935,1351,14.0,49.0,FL,224,2014
"Lancaster, PA",164,347.0,Lancaster,City of Lancaster,,"Lancaster, PA M.S.A.",1874.0,Lancaster,70.0,6,59325,2291,68.0,165.0,PA,403,2014
"Lansing, MI",895,955.0,Lansing-East Lansing,City of Lansing,,"Lansing-East Lansing, MI M.S.A.",2252.0,Lansing,369.0,10,113901,3576,117.0,250.0,MI,1272,2014
"East Lansing, MI",79,147.0,Lansing-East Lansing,City of East Lansing,,"Lansing-East Lansing, MI M.S.A.",489.0,East Lansing,62.0,2,48555,698,27.0,27.0,MI,135,2014
"Laredo, TX",667,1267.0,Laredo,City of Laredo,,"Laredo, TX M.S.A.",8144.0,Laredo,276.0,14,250994,9687,99.0,196.0,TX,976,2014
"Las Cruces, NM",173,828.0,Las Cruces,City of Las Cruces,,"Las Cruces, NM M.S.A.",3563.0,Las Cruces,223.0,7,102113,4614,55.0,60.0,NM,295,2014
"Las Vegas Metropolitan Police Department, NV",7089,14150.0,Las Vegas-Henderson-Paradise,City of Las Vegas Metropolitan Police Department,,"Las Vegas-Henderson-Paradise, NV M.S.A.",23432.0,Las Vegas Metropolitan Police Department,7172.0,122,1530899,44754,780.0,4885.0,NV,12876,2014
"Henderson, NV",195,1397.0,Las Vegas-Henderson-Paradise,City of Henderson,,"Las Vegas-Henderson-Paradise, NV M.S.A.",3531.0,Henderson,495.0,3,274121,5423,89.0,165.0,NV,452,2014
"Lawton, OK",613,1371.0,Lawton,City of Lawton,,"Lawton, OK M.S.A.",2926.0,Lawton,211.0,11,96966,4508,75.0,194.0,OK,893,2014
"Lebanon, PA",35,106.0,Lebanon,City of Lebanon,,"Lebanon, PA M.S.A.",503.0,Lebanon,12.0,3,25538,621,10.0,31.0,PA,79,2014
"Lewiston, ID",39,212.0,Lewiston,"City of Lewiston, ID",,"Lewiston, ID-WA M.S.A.",847.0,Lewiston ID,74.0,1,32521,1133,10.0,9.0,ID,59,2014
"Lewiston, ME",30,220.0,Lewiston-Auburn,City of Lewiston,,"Lewiston-Auburn, ME M.S.A.",637.0,Lewiston,37.0,2,36402,894,21.0,31.0,ME,84,2014
"Auburn, ME",15,113.0,Lewiston-Auburn,City of Auburn,,"Lewiston-Auburn, ME M.S.A.",755.0,Auburn,18.0,0,22973,886,8.0,5.0,ME,28,2014
"Lexington, KY",333,2393.0,Lexington-Fayette,City of Lexington,,"Lexington-Fayette, KY M.S.A.2",8816.0,Lexington,925.0,20,311848,12134,134.0,554.0,KY,1041,2014
"Lima, OH",239,592.0,Lima,City of Lima,,"Lima, OH M.S.A.",1201.0,Lima,75.0,3,38265,1868,40.0,71.0,OH,353,2014
"Lincoln, NE",554,1305.0,Lincoln,City of Lincoln,,"Lincoln, NE M.S.A.",7452.0,Lincoln,325.0,7,271208,9082,152.0,205.0,NE,918,2014
"Little Rock, AR",1849,3068.0,Little Rock-North Little Rock-Conway,City of Little Rock,,"Little Rock-North Little Rock-Conway, AR M.S.A.",10320.0,Little Rock,865.0,43,198217,14253,138.0,729.0,AR,2759,2014
"North Little Rock, AR",318,517.0,Little Rock-North Little Rock-Conway,City of North Little Rock,,"Little Rock-North Little Rock-Conway, AR M.S.A.",2126.0,North Little Rock,203.0,8,67031,2846,14.0,86.0,AR,426,2014
"Conway, AR",167,501.0,Little Rock-North Little Rock-Conway,City of Conway,,"Little Rock-North Little Rock-Conway, AR M.S.A.",2347.0,Conway,160.0,1,64895,3008,27.0,62.0,AR,257,2014
"Longview, TX",178,595.0,Longview,City of Longview,,"Longview, TX M.S.A.",2108.0,Longview,168.0,2,79728,2871,22.0,63.0,TX,265,2014
"Longview, WA",75,496.0,Longview,City of Longview,,"Longview, WA M.S.A.",1669.0,Longview,140.0,0,36459,2305,31.0,27.0,WA,133,2014
"Los Angeles, CA",9836,15070.0,Los Angeles-Long Beach-Anaheim,City of Los Angeles,,"Los Angeles-Long Beach-Anaheim, CA M.S.A.",54281.0,Los Angeles,13788.0,260,3906772,83139,1126.0,7949.0,CA,19171,2014
"Long Beach, CA",1282,3482.0,Los Angeles-Long Beach-Anaheim,City of Long Beach,,"Los Angeles-Long Beach-Anaheim, CA M.S.A.",6875.0,Long Beach,2081.0,23,471123,12438,110.0,889.0,CA,2304,2014
"Anaheim, CA",590,1301.0,Los Angeles-Long Beach-Anaheim,City of Anaheim,,"Los Angeles-Long Beach-Anaheim, CA M.S.A.",5620.0,Anaheim,1275.0,14,346956,8196,79.0,418.0,CA,1101,2014
"Santa Ana, CA",675,793.0,Los Angeles-Long Beach-Anaheim,City of Santa Ana,,"Los Angeles-Long Beach-Anaheim, CA M.S.A.",3685.0,Santa Ana,1306.0,18,336462,5784,115.0,452.0,CA,1260,2014
"Irvine, CA",56,575.0,Los Angeles-Long Beach-Anaheim,City of Irvine,,"Los Angeles-Long Beach-Anaheim, CA M.S.A.",2344.0,Irvine,126.0,0,242971,3045,28.0,36.0,CA,120,2014
